"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff"
"4542",22707,22707,"2023-07-09 07:00:00","FRSEEP","measured",24.2591666666667,54.6816666666667,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",7,"day","2023-07-09","full_canopy",2023,7,9,5,"2023-07-09 05:59:00",1.65,2.69,-2.656,11,0.493833333333299
"4543",22711,22711,"2023-07-09 08:00:00","FRSEEP","measured",27.7513333333333,46.0816666666667,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",8,"day","2023-07-09","full_canopy",2023,7,9,6,"2023-07-09 06:59:00",1.71,2.48,-3.4921666666666,12,0.259
"4544",22718,22718,"2023-07-09 09:00:00","FRSEEP","measured",29.8706666666667,43.4,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",9,"day","2023-07-09","full_canopy",2023,7,9,7,"2023-07-09 07:59:00",1.8,2.21,-2.1193333333334,13,0.522666666666598
"4545",22723,22723,"2023-07-09 10:00:00","FRSEEP","measured",32.0675,37.165,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",10,"day","2023-07-09","full_canopy",2023,7,9,8,"2023-07-09 08:59:00",2.08,2.86,-2.1968333333333,14,0.7768333333333
"4546",22726,22726,"2023-07-09 11:00:00","FRSEEP","measured",33.1536666666667,35.1383333333333,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",11,"day","2023-07-09","full_canopy",2023,7,9,9,"2023-07-09 09:59:00",1.71,2.93,-1.0861666666667,15,1.6083333333333
"4547",22733,22733,"2023-07-09 12:00:00","FRSEEP","measured",33.587,35.3916666666667,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",12,"day","2023-07-09","full_canopy",2023,7,9,10,"2023-07-09 10:59:00",2.17,3.63,-0.433333333333302,16,1.8253333333333
"4548",22737,22737,"2023-07-09 13:00:00","FRSEEP","measured",33.8048333333333,36.8433333333334,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",13,"day","2023-07-09","full_canopy",2023,7,9,11,"2023-07-09 11:59:00",3.03,4.03,-0.217833333333296,17,1.8346666666667
"4549",22745,22745,"2023-07-09 14:00:00","FRSEEP","measured",35.4425,33.2683333333333,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",14,"day","2023-07-09","full_canopy",2023,7,9,12,"2023-07-09 12:59:00",3.32,4.78,-1.6376666666667,18,1.5876666666667
"4550",22750,22750,"2023-07-09 15:00:00","FRSEEP","measured",35.922,30.4,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",15,"day","2023-07-09","full_canopy",2023,7,9,13,"2023-07-09 13:59:00",2.75,4.44,-0.479499999999994,19,1.8201666666667
"4551",22752,22752,"2023-07-09 16:00:00","FRSEEP","measured",35.092,27.9783333333333,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",16,"day","2023-07-09","full_canopy",2023,7,9,14,"2023-07-09 14:59:00",2.28,4.18,0.829999999999998,20,1.0953333333333
"4552",22758,22758,"2023-07-09 17:00:00","FRSEEP","measured",35.2865,26.295,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",17,"day","2023-07-09","full_canopy",2023,7,9,15,"2023-07-09 15:59:00",3.41,5.2,-0.194499999999998,21,0.0606666666667053
"4553",22762,22762,"2023-07-09 18:00:00","FRSEEP","measured",34.5165,31.765,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",18,"day","2023-07-09","full_canopy",2023,7,9,16,"2023-07-09 16:59:00",3.1,4.01,0.769999999999996,22,-0.601666666666702
"4554",22769,22769,"2023-07-09 19:00:00","FRSEEP","measured",31.835,40.2766666666666,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",19,"day","2023-07-09","full_canopy",2023,7,9,17,"2023-07-09 17:59:00",2.49,3.47,2.6815,23,0.0411666666666974
"4555",22771,22771,"2023-07-09 20:00:00","FRSEEP","measured",29.0926666666667,40.3433333333334,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",20,"night","2023-07-09","full_canopy",2023,7,9,18,"2023-07-09 18:59:00",2.72,5.45,2.7423333333333,0,0.283999999999999
"4556",22780,22780,"2023-07-09 21:00:00","FRSEEP","measured",27.4595,41.9766666666667,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",21,"night","2023-07-09","full_canopy",2023,7,9,19,"2023-07-09 19:59:00",5.79,6.82,1.6331666666667,1,0.228666666666701
"4557",22782,22782,"2023-07-09 22:00:00","FRSEEP","measured",26.0678333333333,46.695,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",22,"night","2023-07-09","full_canopy",2023,7,9,20,"2023-07-09 20:59:00",5.56,7.35,1.3916666666667,2,-0.0201666666666007
"4558",22787,22787,"2023-07-09 23:00:00","FRSEEP","measured",24.2496666666667,53.0666666666667,1,48.011264,7.819404,"2023-07-09 03:39:48","2023-07-09 19:30:06",23,"night","2023-07-09","full_canopy",2023,7,9,21,"2023-07-09 21:59:00",3.82,6.21,1.8181666666666,3,1.027
"4559",22794,22794,"2023-07-10 00:00:00","FRSEEP","measured",23.2595,60.8633333333334,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",0,"night","2023-07-09","full_canopy",2023,7,9,22,"2023-07-09 22:59:00",1.81,3.52,0.990166666666699,5,1.5511666666667
"4560",22798,22798,"2023-07-10 01:00:00","FRSEEP","measured",22.6223333333333,60.275,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",1,"night","2023-07-09","full_canopy",2023,7,9,23,"2023-07-09 23:59:00",3.28,4.63,0.637166666666698,6,1.078
"4561",22801,22801,"2023-07-10 02:00:00","FRSEEP","measured",23.3716666666667,57.2,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",2,"night","2023-07-10","full_canopy",2023,7,10,0,"2023-07-10 00:59:00",2.27,4.86,-0.7493333333334,7,0.322166666666597
"4562",22809,22809,"2023-07-10 03:00:00","FRSEEP","measured",22.5075,66.0516666666667,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",3,"night","2023-07-10","full_canopy",2023,7,10,1,"2023-07-10 01:59:00",2,3.24,0.864166666666701,8,0.0948333333332982
"4563",22815,22815,"2023-07-10 04:00:00","FRSEEP","measured",20.9181666666667,87.6316666666667,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",4,"day","2023-07-10","full_canopy",2023,7,10,2,"2023-07-10 02:59:00",1.44,2.49,1.5893333333333,9,-0.0869999999999997
"4564",22820,22820,"2023-07-10 05:00:00","FRSEEP","measured",20.8553333333333,94.91,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",5,"day","2023-07-10","full_canopy",2023,7,10,3,"2023-07-10 03:59:00",4.43,7.93,0.0628333333334012,10,-0.0849999999999973
"4565",22821,22821,"2023-07-10 06:00:00","FRSEEP","measured",21.4243333333333,91.9983333333333,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",6,"day","2023-07-10","full_canopy",2023,7,10,4,"2023-07-10 04:59:00",3.18,5.81,-0.569000000000003,11,0.796833333333399
"4566",22828,22828,"2023-07-10 07:00:00","FRSEEP","measured",22.921,83.6483333333334,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",7,"day","2023-07-10","full_canopy",2023,7,10,5,"2023-07-10 05:59:00",1.8,3.22,-1.4966666666667,12,0.737000000000002
"4567",22834,22834,"2023-07-10 08:00:00","FRSEEP","measured",25.4428333333333,70.515,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",8,"day","2023-07-10","full_canopy",2023,7,10,6,"2023-07-10 06:59:00",1.72,3.94,-2.5218333333333,13,0.512166666666698
"4568",22840,22840,"2023-07-10 09:00:00","FRSEEP","measured",27.118,60.41,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",9,"day","2023-07-10","full_canopy",2023,7,10,7,"2023-07-10 07:59:00",1.59,2.74,-1.6751666666667,14,1.3268333333333
"4569",22843,22843,"2023-07-10 10:00:00","FRSEEP","measured",28.3048333333333,56.7433333333334,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",10,"day","2023-07-10","full_canopy",2023,7,10,8,"2023-07-10 08:59:00",2.72,3.98,-1.1868333333333,15,1.7063333333334
"4570",22850,22850,"2023-07-10 11:00:00","FRSEEP","measured",29.3748333333333,52.7116666666667,1,48.011264,7.819404,"2023-07-10 03:40:40","2023-07-10 19:29:31",11,"day","2023-07-10","full_canopy",2023,7,10,9,"2023-07-10 09:59:00",3.06,4.71,-1.07,16,1.3081666666667
